Gene	sgRNA	E0_Low|beta	E0_Low|z	E0_Low|p-value	E0_Low|fdr	E0_Low|wald-p-value	E0_Low|wald-fdr	E0_High|beta	E0_High|z	E0_High|p-value	E0_High|fdr	E0_High|wald-p-value	E0_High|wald-fdr	E50_Low|beta	E50_Low|z	E50_Low|p-value	E50_Low|fdr	E50_Low|wald-p-value	E50_Low|wald-fdr	E50_High|beta	E50_High|z	E50_High|p-value	E50_High|fdr	E50_High|wald-p-value	E50_High|wald-fdr	E100_Low|beta	E100_Low|z	E100_Low|p-value	E100_Low|fdr	E100_Low|wald-p-value	E100_Low|wald-fdr	E100_High|beta	E100_High|z	E100_High|p-value	E100_High|fdr	E100_High|wald-p-value	E100_High|wald-fdr	EC100_Low|beta	EC100_Low|z	EC100_Low|p-value	EC100_Low|fdr	EC100_Low|wald-p-value	EC100_Low|wald-fdr	EC100_High|beta	EC100_High|z	EC100_High|p-value	EC100_High|fdr	EC100_High|wald-p-value	EC100_High|wald-fdr
TDRD10_P1P2	5	0.091398	0.6	0.67312	0.92597	0.5485	0.99959	0.22973	1.5099	0.1594	0.56517	0.13106	0.99985	-0.056365	-0.36884	0.6786	0.94911	0.71225	0.96362	0.10224	0.66464	0.50707	0.84894	0.50628	0.99956	-0.16694	-1.0933	0.26133	0.68561	0.27426	0.99993	0.021691	0.1425	0.85129	0.97057	0.88668	1	-0.035037	-0.22933	0.7661	0.94379	0.81862	1	0.012418	0.08148	0.94254	0.99725	0.93506	0.9992
TRPS1_P1P2	5	-0.17284	-1.3243	0.24285	0.69389	0.18539	0.99092	-0.33846	-2.5927	0.024545	0.21357	0.009522	0.99985	-0.17814	-1.3644	0.33324	0.79867	0.17243	0.68572	-0.042471	-0.32485	0.72278	0.9431	0.74529	0.99956	-0.3257	-2.4949	0.041005	0.29769	0.012601	0.99993	-0.0096546	-0.074004	0.96159	0.99284	0.94101	1	-0.040811	-0.31266	0.7378	0.93796	0.75454	1	-0.046126	-0.35349	0.73809	0.93631	0.72372	0.9992
PARP14_P1P2	5	0.078467	0.42512	0.73491	0.94268	0.67075	0.99959	-0.0046677	-0.025283	0.97228	0.99527	0.97983	0.99985	0.28644	1.5519	0.23852	0.72378	0.12068	0.60679	0.1762	0.94982	0.25238	0.69044	0.34221	0.99956	-0.19612	-1.061	0.19781	0.61601	0.28868	0.99993	-0.027613	-0.14964	0.86053	0.97195	0.88105	1	0.010075	0.054513	0.96448	0.99257	0.95653	1	-0.0075529	-0.040909	0.9486	0.99821	0.96737	0.9992
HIC1_P1P2	5	-0.011836	-0.045228	0.82587	0.96687	0.96393	0.99959	0.015665	0.059907	0.92694	0.98954	0.95223	0.99985	-0.10238	-0.38943	0.53046	0.89883	0.69696	0.95942	0.12064	0.45558	0.43286	0.83232	0.64869	0.99956	0.20487	0.78538	0.13774	0.52759	0.43223	0.99993	-0.23619	-0.90171	0.083742	0.38822	0.36721	1	0.046636	0.1778	0.75426	0.94379	0.85888	1	-0.06356	-0.24275	0.64337	0.90161	0.8082	0.9992
ZFP57_P1P2	5	0.34505	0.93076	0.047358	0.32094	0.35198	0.99959	0.13415	0.36065	0.38984	0.79111	0.71836	0.99985	-0.0090121	-0.024056	0.851	0.98827	0.98081	0.99846	-0.051729	-0.13587	0.67369	0.92617	0.89192	0.99956	-0.33448	-0.89035	0.036385	0.28062	0.37328	0.99993	-0.0020976	-0.0056398	0.99913	0.99913	0.9955	1	-0.03834	-0.10228	0.74906	0.94379	0.91854	1	-0.0056543	-0.015159	0.959	0.99821	0.98791	0.9992
NCAPH_P1P2	5	0.0011078	0.0055531	0.89027	0.97532	0.99557	0.99959	0.068429	0.3432	0.66705	0.92551	0.73145	0.99985	-0.54822	-2.7322	0.013283	0.16606	0.0062919	0.19808	0.34614	1.7284	0.032919	0.3	0.08391	0.99956	-0.39955	-1.9972	0.0098181	0.1193	0.045802	0.99993	0.14688	0.73745	0.27664	0.67465	0.46085	1	0.061475	0.3079	0.66705	0.91954	0.75816	1	-0.030975	-0.15527	0.81808	0.9607	0.87661	0.9992
ANLN_P1P2	5	-0.56612	-1.8123	0.0020214	0.028571	0.069945	0.99092	-0.15683	-0.5052	0.27953	0.71176	0.61342	0.99985	-0.80097	-2.5454	0.0011551	0.025806	0.010916	0.25439	-0.73129	-2.2978	0	0	0.021573	0.99956	-0.9742	-3.0968	0	0	0.001956	0.40036	-0.57266	-1.8378	0.00028877	0.0053191	0.066099	1	-0.71868	-2.2872	0	0	0.022185	1	-0.60984	-1.9515	0	0	0.050996	0.9992
MAPK8IP3_P1P2	5	0.005919	0.02051	0.91597	0.98083	0.98364	0.99959	0.077858	0.2704	0.62634	0.91279	0.78685	0.99985	0.21313	0.73866	0.40167	0.84252	0.46012	0.89753	0.024326	0.082454	0.91626	0.98723	0.93429	0.99956	-0.042657	-0.14761	0.80537	0.95546	0.88265	0.99993	0.093803	0.32695	0.46982	0.82883	0.7437	1	0.1502	0.51978	0.27462	0.67685	0.60321	1	0.14674	0.51039	0.30465	0.72677	0.60978	0.9992
ZNF25_P1P2	5	-0.047719	-0.144	0.66359	0.92335	0.8855	0.99959	-0.22717	-0.68283	0.12157	0.50649	0.49471	0.99985	-0.53014	-1.5707	0.015593	0.18243	0.11626	0.59996	-0.18928	-0.55538	0.17846	0.61485	0.57864	0.99956	-0.082385	-0.24833	0.60208	0.88427	0.80388	0.99993	-0.082827	-0.25076	0.5579	0.8771	0.802	1	-0.1489	-0.44582	0.26451	0.6691	0.65573	1	-0.11938	-0.35979	0.40861	0.80419	0.719	0.9992
NODAL_P1P2	5	0.00022638	0.00096466	0.88507	0.97522	0.99923	0.99989	-0.042347	-0.1804	0.77592	0.9662	0.85684	0.99985	-0.12102	-0.51281	0.47531	0.87932	0.60808	0.9363	-0.020211	-0.084781	0.84089	0.97688	0.93244	0.99956	-0.079825	-0.33963	0.61478	0.88759	0.73414	0.99993	0.079523	0.34029	0.54288	0.87182	0.73364	1	0.077144	0.32803	0.5784	0.87795	0.74289	1	-0.039441	-0.16801	0.77361	0.94988	0.86657	0.9992
ZNF736_P2	5	-0.17121	-0.33985	0.24632	0.69565	0.73397	0.99959	0.035648	0.07115	0.82587	0.97532	0.94328	0.99985	0.01875	0.03721	0.95726	0.9943	0.97032	0.99846	-0.14101	-0.27428	0.30032	0.72727	0.78387	0.99956	-0.18335	-0.36376	0.22177	0.63292	0.71604	0.99993	-0.17996	-0.35859	0.18308	0.57428	0.7199	1	-0.1191	-0.23559	0.37222	0.7438	0.81375	1	-0.18318	-0.36369	0.20358	0.61145	0.71609	0.9992
ZNF784_P1P2	5	0.20748	0.26936	0.25354	0.70231	0.78765	0.99959	0.14466	0.18751	0.35807	0.7766	0.85126	0.99985	0.10193	0.13078	0.74213	0.96871	0.89595	0.99445	0.15962	0.20135	0.29396	0.72211	0.84043	0.99956	-0.11037	-0.1415	0.46318	0.80762	0.88748	0.99993	-0.2003	-0.25761	0.13774	0.50105	0.79671	1	0.21662	0.27909	0.12359	0.50058	0.78017	1	0.054081	0.069833	0.7147	0.92742	0.94433	0.9992
CSNK2B_P1P2	5	0.075931	0.15168	0.74589	0.9465	0.87944	0.99959	-0.71422	-1.3844	0	0	0.16622	0.99985	0.43233	0.86855	0.061219	0.40076	0.38509	0.87162	-0.60841	-1.1441	0	0	0.25259	0.99956	0.0063749	0.012697	0.92608	0.98824	0.98987	0.99993	-0.7332	-1.4284	0	0	0.15318	1	0.012955	0.025621	0.9486	0.99005	0.97956	1	-0.57175	-1.1144	0	0	0.26509	0.9992
TBX2_P1P2	5	0.070275	0.39808	0.77361	0.95426	0.69057	0.99959	-0.31247	-1.766	0.034652	0.2537	0.077398	0.99985	-0.16721	-0.94447	0.35172	0.80026	0.34493	0.84595	0.0018676	0.010502	0.96679	0.99436	0.99162	0.99956	-0.1602	-0.90615	0.28241	0.69794	0.36486	0.99993	-0.21501	-1.2171	0.1132	0.44851	0.22357	1	-0.20899	-1.18	0.13601	0.52333	0.23798	1	-0.086751	-0.49101	0.54115	0.8667	0.62342	0.9992
HNRNPL_P1	5	-0.26111	-0.39032	0.10569	0.48413	0.6963	0.99959	1.06	1.611	0	0	0.10717	0.99985	-0.44334	-0.66025	0.036385	0.30288	0.50909	0.91763	0.5552	0.82941	0.013572	0.17736	0.40687	0.99956	-0.031419	-0.047077	0.86486	0.97367	0.96245	0.99993	0.52133	0.78808	0.012706	0.13095	0.43065	1	-0.172	-0.25684	0.21051	0.63589	0.79731	1	0.88711	1.345	0	0	0.17864	0.9992
ZNF490_P1P2	5	0.075951	0.54935	0.74589	0.9465	0.58277	0.99959	-0.28048	-2.0272	0.057753	0.35026	0.042644	0.99985	-0.014702	-0.10627	0.83049	0.98603	0.91537	0.99846	-0.022502	-0.16224	0.82847	0.97419	0.87112	0.99956	-0.14717	-1.064	0.32313	0.7325	0.28734	0.99993	0.065089	0.47091	0.61652	0.90859	0.6377	1	-0.035722	-0.2582	0.76263	0.94379	0.79625	1	0.003549	0.025667	0.9922	0.99971	0.97952	0.9992
CCNC_P1P2	5	0.070075	0.22007	0.77447	0.95426	0.82582	0.99959	0.16222	0.50998	0.30811	0.746	0.61006	0.99985	0.414	1.3018	0.075657	0.43328	0.19298	0.71019	-0.38134	-1.171	0.010396	0.14062	0.24159	0.99956	0.41329	1.3014	0.0075079	0.099617	0.19311	0.99993	-0.89259	-2.7724	0	0	0.0055646	1	0.4897	1.5408	0.0014438	0.017921	0.12337	1	-1.8291	-5.5418	0	0	2.994e-08	0.00010368
CD40_P1P2	5	0.15908	0.32865	0.40341	0.83254	0.74242	0.99959	-0.18409	-0.37797	0.20618	0.63847	0.70545	0.99985	0.13021	0.26782	0.65059	0.94032	0.78884	0.97553	-0.1888	-0.37991	0.17904	0.61485	0.70401	0.99956	0.075719	0.15616	0.56656	0.86065	0.87591	0.99993	-0.27156	-0.5582	0.04678	0.28877	0.57671	1	-0.016945	-0.034749	0.87785	0.98605	0.97228	1	0.13115	0.27091	0.36154	0.77379	0.78646	0.9992
SOX12_P1P2	5	-0.043132	-0.28818	0.68293	0.92854	0.77321	0.99959	0.23787	1.5916	0.14352	0.54436	0.11147	0.99985	-0.20362	-1.3571	0.27664	0.7533	0.17476	0.68947	-0.011584	-0.076809	0.88796	0.98495	0.93878	0.99956	-0.12679	-0.84665	0.39503	0.78351	0.39719	0.99993	0.014852	0.099346	0.89316	0.97819	0.92086	1	-0.18384	-1.2254	0.18337	0.60755	0.22041	1	0.26137	1.7489	0.066705	0.35053	0.080304	0.9992
ZNF227_P1P2	5	0.2134	1.2048	0.23823	0.68922	0.22826	0.99092	0.12041	0.67971	0.44008	0.82068	0.49669	0.99985	0.048885	0.27569	0.93676	0.98846	0.78279	0.97439	0.011419	0.064158	0.98383	0.99591	0.94884	0.99956	-0.0029005	-0.016365	0.97545	0.99411	0.98694	0.99993	0.0079496	0.044879	0.93936	0.98876	0.9642	1	0.24282	1.3703	0.084609	0.40979	0.17058	1	0.14888	0.84051	0.29685	0.7214	0.40062	0.9992
ZNF208_P1P2	5	0.24707	1.4356	0.16546	0.59221	0.15111	0.99092	0.16873	0.98023	0.28848	0.72391	0.32697	0.99985	0.0017278	0.01002	0.89344	0.98836	0.99201	0.99846	0.32333	1.871	0.040139	0.32192	0.061345	0.99956	0.24029	1.3962	0.08663	0.41783	0.16267	0.99993	0.06443	0.37436	0.61912	0.90859	0.70814	1	0.13427	0.7792	0.32169	0.7141	0.43586	1	0.24056	1.3979	0.08663	0.39894	0.16215	0.9992
HMX3_P1P2	5	0.53719	1.5576	0.0017326	0.025532	0.11933	0.99092	-0.23516	-0.68133	0.11089	0.4812	0.49566	0.99985	0.52221	1.5139	0.020214	0.21407	0.13004	0.62201	-0.14633	-0.42324	0.28415	0.72088	0.67212	0.99956	0.35797	1.0378	0.01415	0.15123	0.29936	0.99993	-0.42392	-1.2282	0.0020214	0.027451	0.21939	1	0.68119	1.9751	0	0	0.048262	1	-0.14661	-0.42484	0.31418	0.73702	0.67095	0.9992
PRDM16_P1P2	5	-0.14972	-0.69812	0.30147	0.75108	0.4851	0.99959	0.099573	0.46622	0.52007	0.8609	0.64106	0.99985	-0.10901	-0.50689	0.50967	0.89057	0.61223	0.93689	-0.16447	-0.75218	0.2365	0.68136	0.45194	0.99956	-0.22149	-1.0314	0.14785	0.54584	0.30238	0.99993	-0.11498	-0.53781	0.40341	0.77871	0.59071	1	-0.15319	-0.71172	0.25152	0.65835	0.47664	1	-0.26393	-1.2287	0.072192	0.36284	0.21918	0.9992
ANKRD2_P1P2	5	0.25508	1.2969	0.15074	0.56987	0.19468	0.99092	0.031047	0.15762	0.8484	0.97855	0.87476	0.99985	-0.01023	-0.051806	0.84666	0.98827	0.95868	0.99846	0.23096	1.163	0.1233	0.53242	0.24482	0.99956	0.010851	0.055062	0.90124	0.98582	0.95609	0.99993	0.25339	1.2896	0.075079	0.36262	0.19719	1	0.08693	0.44065	0.53075	0.85369	0.65946	1	0.0094599	0.048015	0.95986	0.99821	0.9617	0.9992
NHP2L1_P1P2	5	0.13246	1.0496	0.50188	0.87294	0.29391	0.99092	-0.067274	-0.53276	0.6428	0.91571	0.5942	0.99985	0.080965	0.64101	0.81894	0.98603	0.52152	0.91823	-0.051183	-0.40344	0.67658	0.92617	0.68663	0.99956	0.085619	0.67832	0.52238	0.841	0.49757	0.99993	0.015541	0.12316	0.89056	0.97819	0.90198	1	-0.11631	-0.9201	0.38464	0.75766	0.35752	1	-0.032201	-0.25504	0.81172	0.96037	0.79869	0.9992
POU2AF1_P1P2	5	0.43078	1.7526	0.01415	0.13803	0.079674	0.99092	-0.02725	-0.11027	0.85995	0.97896	0.9122	0.99985	-0.15935	-0.64158	0.37338	0.8191	0.52115	0.91823	-0.031338	-0.12515	0.78429	0.95931	0.90041	0.99956	0.09251	0.37477	0.4909	0.82271	0.70783	0.99993	0.1405	0.57082	0.29656	0.69715	0.56812	1	0.22933	0.9284	0.10338	0.45088	0.3532	1	0.38862	1.5806	0.004909	0.054313	0.11396	0.9992
PPARG_P2	5	0.01479	0.051358	0.959	0.99255	0.95904	0.99959	0.3315	1.1553	0.047647	0.30957	0.24796	0.99985	0.03204	0.111	0.99567	0.99913	0.91162	0.99846	-0.093834	-0.32066	0.47531	0.84161	0.74847	0.99956	-0.10453	-0.3624	0.48802	0.82079	0.71705	0.99993	-0.1381	-0.47966	0.3136	0.7126	0.63147	1	0.17014	0.59051	0.22351	0.64073	0.55485	1	-0.087154	-0.30234	0.53942	0.86608	0.76239	0.9992
TCF12_P1	5	-0.21657	-1.3027	0.16575	0.59221	0.19267	0.99092	0.10961	0.66202	0.47849	0.84171	0.50796	0.99985	-0.34908	-2.089	0.086053	0.46	0.036709	0.40628	-0.089221	-0.52948	0.49148	0.84185	0.59647	0.99956	-0.23104	-1.3893	0.13341	0.52086	0.16473	0.99993	0.0013014	0.0078634	0.97517	0.99617	0.99373	1	-0.13798	-0.82856	0.3009	0.69465	0.40735	1	0.065559	0.39579	0.6503	0.90335	0.69226	0.9992
CSMD1_P1P2	5	-0.11345	-0.84563	0.41669	0.83776	0.39776	0.99959	-0.099216	-0.7396	0.48368	0.84171	0.45954	0.99985	-0.091381	-0.68085	0.56367	0.90833	0.49596	0.91378	0.021666	0.1611	0.92781	0.98723	0.87202	0.99956	-0.094203	-0.70219	0.53624	0.84446	0.48256	0.99993	0.0050417	0.0376	0.9564	0.99133	0.97001	1	-0.11505	-0.85712	0.38897	0.76059	0.39138	1	0.031299	0.23337	0.82963	0.96508	0.81547	0.9992
PCID2_P1	5	0.78707	1.8886	0	0	0.058945	0.99092	-0.71432	-1.7009	0	0	0.088959	0.99985	0.47591	1.1401	0.03523	0.30123	0.25425	0.77301	-0.47275	-1.1187	0.0017326	0.032967	0.26325	0.99956	-0.14845	-0.35485	0.3188	0.73064	0.7227	0.99993	-0.73589	-1.754	0	0	0.079429	1	0.77739	1.8643	0	0	0.062275	1	-0.86707	-2.0618	0	0	0.039225	0.9992
HAUS7_P2	5	0.01087	0.030904	0.93965	0.98761	0.97535	0.99959	0.35506	1.0171	0.033786	0.2537	0.30911	0.99985	0.015282	0.043264	0.94167	0.98938	0.96549	0.99846	-0.083284	-0.23213	0.52325	0.85883	0.81644	0.99956	-0.063025	-0.17886	0.69882	0.91711	0.85805	0.99993	0.15894	0.45483	0.2417	0.65086	0.64923	1	0.078498	0.22254	0.57262	0.87719	0.8239	1	0.10288	0.29317	0.47242	0.83367	0.76939	0.9992
TCEAL4_P1	5	0.21319	1.3902	0.2391	0.68943	0.16446	0.99092	-0.14073	-0.91579	0.32919	0.75406	0.35978	0.99985	-0.24696	-1.6025	0.19896	0.68218	0.10904	0.58065	-0.034332	-0.22167	0.76841	0.95621	0.82457	0.99956	-0.031115	-0.20259	0.8663	0.97434	0.83946	0.99993	-0.34124	-2.2196	0.01415	0.14203	0.026447	1	-0.15811	-1.0268	0.2391	0.65456	0.3045	1	-0.19632	-1.2769	0.17384	0.56632	0.20162	0.9992
TFAP2E_P1P2	5	0.014029	0.077878	0.95409	0.99255	0.93792	0.99959	0.032237	0.17904	0.84262	0.97625	0.85791	0.99985	0.26916	1.4951	0.27115	0.75178	0.13489	0.629	0.055128	0.30275	0.74993	0.95118	0.76208	0.99956	-0.039682	-0.22011	0.82414	0.96091	0.82578	0.99993	0.032589	0.18129	0.79353	0.95849	0.85614	1	0.0014306	0.007921	0.98383	0.99474	0.99368	1	0.033331	0.18511	0.81779	0.9607	0.85314	0.9992
SETD6_P1P2	5	-0.0025408	-0.007383	0.87034	0.97249	0.99411	0.99959	-0.19032	-0.55114	0.18972	0.61864	0.58154	0.99985	0.094581	0.27424	0.76841	0.97414	0.7839	0.97439	-0.11488	-0.32667	0.3959	0.806	0.74392	0.99956	0.031722	0.092226	0.78025	0.94245	0.92652	0.99993	-0.13451	-0.39116	0.32833	0.72282	0.69568	1	-0.073207	-0.2115	0.57262	0.87719	0.8325	1	-0.19578	-0.56683	0.1747	0.56701	0.57083	0.9992
SUGP1_P1P2	5	-0.035227	-0.14909	0.72105	0.9412	0.88148	0.99959	0.29556	1.2551	0.075368	0.40092	0.20945	0.99985	-0.4371	-1.8338	0.038984	0.31106	0.066679	0.48784	0.26487	1.1117	0.078833	0.4306	0.26627	0.99956	-0.14523	-0.61382	0.32775	0.73749	0.53933	0.99993	0.04889	0.20744	0.6942	0.93367	0.83567	1	-0.15368	-0.64777	0.25094	0.65734	0.51713	1	-0.15893	-0.67186	0.27404	0.70192	0.50167	0.9992
TBX22_P1P2	5	-0.10568	-0.80576	0.43893	0.84135	0.42038	0.99959	-0.27644	-2.1077	0.061507	0.36102	0.03506	0.99985	-0.25777	-1.9652	0.1851	0.66769	0.04939	0.44264	-0.072275	-0.55087	0.57609	0.88982	0.58172	0.99956	-0.048797	-0.37206	0.76899	0.93966	0.70985	0.99993	-0.21644	-1.6503	0.11175	0.44792	0.098878	1	-0.13524	-1.0311	0.30927	0.69909	0.30249	1	-0.14496	-1.1053	0.32053	0.74099	0.26904	0.9992
ZIC3_P1P2	5	0.016909	0.03874	0.97055	0.99262	0.9691	0.99959	0.2689	0.62058	0.097892	0.44901	0.53488	0.99985	-0.19882	-0.4499	0.28703	0.75755	0.65278	0.94783	-0.12619	-0.27981	0.35692	0.77722	0.77962	0.99956	-0.0012838	-0.0029391	0.96795	0.99113	0.99765	0.99993	-0.076194	-0.17493	0.59197	0.89956	0.86114	1	0.088614	0.20228	0.52094	0.84735	0.8397	1	0.23128	0.53319	0.099047	0.43036	0.5939	0.9992
ERG_P1	5	0.0071579	0.056885	0.92001	0.98121	0.95464	0.99959	-0.097227	-0.77244	0.4909	0.84704	0.43985	0.99985	0.23627	1.8779	0.34132	0.79867	0.060393	0.47317	-0.014283	-0.11291	0.87294	0.98042	0.9101	0.99956	0.086807	0.69005	0.51689	0.8388	0.49016	0.99993	-0.040298	-0.32039	0.78256	0.95812	0.74867	1	-0.05665	-0.4497	0.65781	0.91954	0.65293	1	0.16115	1.2814	0.25787	0.68272	0.20004	0.9992
ZNF385A_P2	5	0.20661	1.0771	0.25585	0.70332	0.28146	0.99092	0.027012	0.14058	0.86861	0.97921	0.88821	0.99985	0.17273	0.89809	0.50794	0.8899	0.36914	0.86374	0.24452	1.2597	0.10193	0.48027	0.20778	0.99956	-0.0010513	-0.0054673	0.9665	0.99113	0.99564	0.99993	0.26996	1.4104	0.062374	0.33282	0.15843	1	-0.030932	-0.16039	0.78891	0.95497	0.87258	1	0.038934	0.20264	0.79209	0.95475	0.83942	0.9992
TBX5_P2	5	-0.1177	-0.28997	0.40225	0.83115	0.77184	0.99959	-0.11008	-0.27132	0.43893	0.82058	0.78615	0.99985	-0.1717	-0.4214	0.34363	0.79867	0.67347	0.95295	-0.17126	-0.41596	0.21831	0.66667	0.67744	0.99956	-0.18587	-0.45738	0.21571	0.62793	0.6474	0.99993	-0.34816	-0.85694	0.012417	0.12913	0.39148	1	-0.47916	-1.1706	0.0023101	0.027119	0.24177	1	-0.31541	-0.775	0.033786	0.23732	0.43834	0.9992
NKX2-3_P1P2	5	-0.22598	-0.60285	0.14958	0.56674	0.54661	0.99959	0.094485	0.25378	0.5449	0.87564	0.79967	0.99985	-0.038939	-0.10385	0.74415	0.96916	0.91729	0.99846	0.0752	0.19787	0.64049	0.90976	0.84314	0.99956	0.13982	0.37562	0.30205	0.71565	0.7072	0.99993	0.015721	0.042275	0.88998	0.97819	0.96628	1	-0.030878	-0.082364	0.7892	0.95497	0.93436	1	0.009574	0.025671	0.95928	0.99821	0.97952	0.9992
POU3F1_P1P2	5	0.21365	0.76679	0.23737	0.68896	0.44321	0.99959	0.22345	0.80215	0.17066	0.58689	0.42247	0.99985	0.22841	0.81869	0.36125	0.8071	0.41296	0.88277	-0.027362	-0.097445	0.80566	0.96273	0.92237	0.99956	0.27884	1.0012	0.050534	0.33654	0.31675	0.99993	0.15458	0.55522	0.25498	0.65897	0.57875	1	0.14633	0.52419	0.28675	0.68863	0.60015	1	-0.027936	-0.10011	0.83425	0.96525	0.92026	0.9992
NACC1_P1P2	5	-0.06872	-0.29179	0.57465	0.89102	0.77045	0.99959	-0.30325	-1.2873	0.03985	0.27935	0.19798	0.99985	0.24312	1.0324	0.32486	0.79632	0.30188	0.8147	-0.13185	-0.55902	0.33526	0.76231	0.57615	0.99956	0.22917	0.97329	0.10136	0.45232	0.33041	0.99993	-0.028687	-0.12183	0.85302	0.97057	0.90303	1	0.20526	0.87162	0.14178	0.53247	0.38342	1	-0.10616	-0.45075	0.46029	0.82945	0.65217	0.9992
CTNNBIP1_P1P2	5	0.18585	1.226	0.31707	0.76622	0.2202	0.99092	0.11448	0.75492	0.46087	0.8322	0.4503	0.99985	0.30193	1.9906	0.20993	0.69129	0.046524	0.43785	-0.016428	-0.10699	0.86081	0.97982	0.9148	0.99956	-0.02239	-0.14746	0.91857	0.98824	0.88277	0.99993	0.076625	0.50566	0.55848	0.8771	0.6131	1	0.099308	0.65366	0.46694	0.81636	0.51333	1	-0.097786	-0.64377	0.4909	0.84577	0.51972	0.9992
ZNF18_P1P2	5	0.068998	0.49265	0.77938	0.95426	0.62226	0.99959	-0.03584	-0.25585	0.81403	0.97532	0.79807	0.99985	-0.19922	-1.4205	0.28617	0.75755	0.15548	0.66938	-0.09847	-0.70021	0.46058	0.84161	0.4838	0.99956	-0.10314	-0.73605	0.4935	0.82441	0.4617	0.99993	-0.14815	-1.0577	0.27606	0.67371	0.29019	1	-0.045623	-0.32547	0.70979	0.93389	0.74483	1	-0.1836	-1.3101	0.20185	0.60836	0.19016	0.9992
CREB3_P1P2	5	0.064956	0.20287	0.79729	0.95768	0.83923	0.99959	-0.12897	-0.40181	0.37164	0.78321	0.68782	0.99985	0.045488	0.14161	0.94744	0.99244	0.88739	0.99018	0.051163	0.15777	0.76928	0.95621	0.87464	0.99956	0.012155	0.037928	0.8946	0.98537	0.96974	0.99993	0.084061	0.26328	0.52238	0.86775	0.79233	1	-0.13678	-0.42471	0.30349	0.69465	0.67105	1	-0.077628	-0.24202	0.57898	0.87823	0.80877	0.9992
ING2_P1P2	5	0.28776	2.0026	0.096159	0.45805	0.045222	0.99092	0.050691	0.35259	0.75108	0.95853	0.72439	0.99985	0.32932	2.291	0.16748	0.64444	0.021965	0.32368	-0.029739	-0.20598	0.79209	0.95943	0.83681	0.99956	0.049382	0.34346	0.68929	0.91107	0.73126	0.99993	-0.18689	-1.2997	0.16517	0.5452	0.19372	1	-0.14698	-1.021	0.27115	0.67408	0.30727	1	-0.095757	-0.66578	0.49957	0.84762	0.50555	0.9992
FOXP1_ENST00000318789.4	5	-0.052026	-0.53623	0.64742	0.92018	0.5918	0.99959	-0.12322	-1.27	0.38984	0.79111	0.2041	0.99985	-0.17306	-1.7831	0.3419	0.79867	0.074573	0.50407	-0.27786	-2.858	0.054866	0.37328	0.004263	0.99956	-0.15207	-1.5673	0.31042	0.72537	0.11705	0.99993	-0.081155	-0.83657	0.56512	0.88153	0.40284	1	-0.19525	-2.0117	0.16142	0.57216	0.044253	1	-0.1291	-1.3306	0.37366	0.78567	0.18331	0.9992
ZSCAN2_P1P2	5	0.064668	0.41354	0.79815	0.95773	0.67921	0.99959	-0.055881	-0.35727	0.70199	0.94423	0.72089	0.99985	-0.11867	-0.75822	0.48109	0.88201	0.44832	0.89652	-0.13774	-0.87766	0.31302	0.73759	0.38013	0.99956	-0.046746	-0.29885	0.78111	0.94253	0.76505	0.99993	-0.057112	-0.36525	0.69679	0.93367	0.71493	1	-0.18591	-1.1876	0.1799	0.60232	0.235	1	-0.074561	-0.47668	0.59573	0.88443	0.63359	0.9992
HNRNPH2_P1P2	5	0.02537	0.19994	0.98874	0.99622	0.84153	0.99959	0.15185	1.1971	0.33468	0.75406	0.23128	0.99985	-0.027299	-0.21501	0.78111	0.97414	0.82976	0.98355	-0.19638	-1.5413	0.16373	0.59623	0.12324	0.99956	0.17891	1.4104	0.19145	0.60933	0.15842	0.99993	0.044624	0.35181	0.71528	0.9414	0.72498	1	0.0053291	0.041978	0.99076	0.99652	0.96652	1	0.055729	0.43925	0.70632	0.92569	0.66048	0.9992
RPLP0_P1P2	5	0.52532	1.4663	0.0028877	0.03937	0.14258	0.99092	-0.13004	-0.36143	0.36847	0.78321	0.71778	0.99985	0.22361	0.62219	0.37251	0.8191	0.53382	0.91891	-0.13208	-0.36248	0.33497	0.76216	0.71699	0.99956	0.25808	0.71928	0.069593	0.38193	0.47197	0.99993	-0.22845	-0.6352	0.094716	0.41466	0.5253	1	0.70938	1.9799	0	0	0.047718	1	-0.47573	-1.3172	0.0028877	0.035714	0.18779	0.9992
EDNRB_P1P2	5	-0.027057	-0.11531	0.76061	0.95245	0.9082	0.99959	0.22112	0.9466	0.17326	0.59406	0.34384	0.99985	-0.12247	-0.51932	0.4704	0.87932	0.60354	0.93513	-0.26576	-1.1115	0.064395	0.4018	0.26636	0.99956	-0.11316	-0.48149	0.45336	0.80459	0.63017	0.99993	-0.05792	-0.24741	0.6916	0.93367	0.80459	1	-0.10206	-0.43291	0.44095	0.80421	0.66508	1	-0.050259	-0.21418	0.71412	0.92742	0.8304	0.9992
THAP7_P1P2	5	0.24487	1.7634	0.16979	0.59555	0.077841	0.99092	-0.00062944	-0.0045306	0.9948	0.99884	0.99639	0.99985	0.30019	2.1611	0.21311	0.69296	0.030686	0.38503	0.015299	0.10975	0.96304	0.99226	0.9126	0.99956	0.10574	0.76124	0.4369	0.80459	0.44651	0.99993	-0.14865	-1.0699	0.27491	0.67371	0.28464	1	0.17055	1.2274	0.22264	0.63983	0.21967	1	0.013867	0.099812	0.93618	0.99417	0.92049	0.9992
